system,dataset,train,char_tp,char_fp,char_fn,positive_rows,residual_rows,raw_residual_rows,raw_original_residual_rows,negative_rows,negative_rows_touched,negative_characters,negative_characters_masked,gold,original_gold,hit,hidden,raw_hidden,original_hidden,char_precision,char_recall,char_f1
model:fef2-secret-ru,synth-env-configs,False,12653,25183,6939,200,136,151,151,200,139,86861,12239,392,392,357,225,188,188,0.3344169573950735,0.6458248264597795,0.4406561259316013
model:bardsai-eu,synth-env-configs,False,12732,40787,6860,200,132,153,153,200,173,86861,20237,392,392,352,223,177,177,0.23789682168949344,0.6498570845242956,0.34829232263270915
model:mmbert32k,synth-env-configs,False,12277,41025,7315,200,172,200,200,200,192,86861,20253,392,392,341,99,1,1,0.2303290683276425,0.6266333197223356,0.3368452821905781
model:ru-legal-ner,synth-env-configs,False,12542,37682,7050,200,177,200,200,200,181,86861,18746,392,392,338,112,4,4,0.24972124880535201,0.6401592486729277,0.35928726939383526
model:gravitee-small,synth-env-configs,False,7803,19463,11789,200,160,171,171,200,178,86861,9393,392,392,301,159,130,130,0.28618059121249906,0.39827480604328297,0.3330487856929446
model:gliner-pii-edge,synth-env-configs,False,9987,32740,9605,200,122,127,127,200,181,86861,16897,392,392,269,247,240,240,0.2337397898284457,0.5097488770926909,0.3205122033408752
model:gliner2-hivetrace-omni,synth-env-configs,False,6662,12122,12930,200,143,143,143,200,184,86861,6536,392,392,212,212,212,212,0.3546635434412266,0.3400367496937525,0.34719616426933503
model:gliner2-fastino,synth-env-configs,False,6264,17728,13328,200,145,147,147,200,196,86861,9978,392,392,211,191,186,186,0.2610870290096699,0.3197223356472029,0.28744493392070486
model:gliner25-fastino,synth-env-configs,False,6337,20806,13255,200,150,151,151,200,191,86861,10930,392,392,197,194,193,193,0.2334671922779354,0.32344834626378116,0.2711886166684498
model:stanza-ru,synth-env-configs,False,5049,42653,14543,200,182,190,190,200,187,86861,19609,392,392,191,73,37,37,0.10584461867426942,0.2577072274397713,0.15005795464677385
model:gliner-stream-pii,synth-env-configs,False,5424,7101,14168,200,153,153,153,200,177,86861,3436,392,392,189,166,166,166,0.43305389221556884,0.2768476929358922,0.3377650465485568
model:gliner-nvidia,synth-env-configs,False,5918,9783,13674,200,157,157,157,200,149,86861,5733,392,392,177,173,173,173,0.37691866760078974,0.30206206614944875,0.3353639531918511
model:nuner-zero,synth-env-configs,False,4200,17505,15392,200,163,164,164,200,195,86861,8136,392,392,161,147,145,145,0.193503800967519,0.2143732135565537,0.2034046056614282
model:gliner2-vladlinv,synth-env-configs,False,3481,885,16111,200,168,169,169,200,37,86861,394,392,392,126,119,117,117,0.7972972972972973,0.1776745610453246,0.29059186910426577
model:gliner-urchade,synth-env-configs,False,2721,8807,16871,200,182,182,182,200,177,86861,4657,392,392,109,109,109,109,0.23603400416377515,0.138883217639853,0.17487146529562983
model:gliner-multi-v21,synth-env-configs,False,2148,7625,17444,200,184,184,184,200,130,86861,3866,392,392,91,81,81,81,0.21978921518469252,0.10963658636178032,0.14629661161246382
model:gliner-pii-base,synth-env-configs,False,2484,4701,17108,200,187,187,187,200,72,86861,2835,392,392,81,71,70,70,0.3457202505219207,0.1267864434463046,0.18553235986107477
model:ner-ru-yqelz,synth-env-configs,False,1193,14709,18399,200,199,200,200,200,181,86861,7426,392,392,61,6,0,0,0.07502200981008678,0.060892200898325845,0.06722262917676226
model:ru-pii-ner,synth-env-configs,False,1010,6222,18582,200,188,190,190,200,114,86861,3751,392,392,48,40,38,38,0.1396570796460177,0.051551653736218866,0.07530569639129138
model:gliner2-large,synth-env-configs,False,437,10542,19155,200,198,198,198,200,187,86861,4809,392,392,29,29,29,29,0.03980326077056198,0.02230502245814618,0.028589185829707892
model:spacy-ru-lg,synth-env-configs,False,189,593,19403,200,198,198,198,200,20,86861,356,392,392,5,5,5,5,0.24168797953964194,0.009646794610044916,0.01855305781878865
model:gliner2-hivetrace-uni,synth-env-configs,False,51,146,19541,200,200,200,200,200,6,86861,121,392,392,2,2,2,2,0.25888324873096447,0.0026031033074724375,0.005154378695234726
model:natasha,synth-env-configs,False,28,2863,19564,200,200,200,200,200,102,86861,1247,392,392,1,0,0,0,0.009685230024213076,0.0014291547570436914,0.002490770804607926
model:ner-ru-gherman,synth-env-configs,False,20,157,19572,200,199,200,200,200,7,86861,109,392,392,1,1,0,0,0.11299435028248588,0.0010208248264597796,0.0020233699226061006
model:davlan-mbert,synth-env-configs,False,0,153,19592,200,200,200,200,200,7,86861,65,392,392,0,0,0,0,0.0,0.0,0
model:davlan-xlmr,synth-env-configs,False,0,0,19592,200,200,200,200,200,0,86861,0,392,392,0,0,0,0,0,0.0,0
model:spacy-alrosait,synth-env-configs,False,0,0,19592,200,200,200,200,200,0,86861,0,392,392,0,0,0,0,0,0.0,0
composition:pplx,synth-env-configs,False,19520,54231,72,200,7,8,8,200,193,86861,25405,392,392,392,385,384,384,0.26467437729657906,0.9963250306247448,0.41824239632323795
composition:fastino,synth-env-configs,False,6264,17728,13328,200,145,147,147,200,196,86861,9978,392,392,211,191,186,186,0.2610870290096699,0.3197223356472029,0.28744493392070486
composition:pplx+fastino,synth-env-configs,False,19520,64980,72,200,7,8,8,200,200,86861,31877,392,392,392,385,384,384,0.23100591715976332,0.9963250306247448,0.3750528378741882
composition:pplx+fastino+mmbert,synth-env-configs,False,19524,75687,68,200,7,8,8,200,200,86861,37836,392,392,392,385,384,384,0.20506033966663514,0.9965291955900367,0.3401304843950071
composition:pplx+fastino+bardsai,synth-env-configs,False,19540,73405,52,200,5,6,6,200,200,86861,36847,392,392,392,387,386,386,0.21023185755016408,0.9973458554512046,0.3472635666491909
composition:pplx+fastino+bardsai+mmbert,synth-env-configs,False,19544,77479,48,200,5,6,6,200,200,86861,38909,392,392,392,387,386,386,0.20143677272399327,0.9975500204164965,0.33518844059512065
"composition:vote2(pplx,opf2,nvidia)",synth-env-configs,False,16353,36592,3239,200,110,114,114,200,187,86861,17556,392,392,384,268,262,262,0.3088676928888469,0.8346774193548387,0.4508871334629223
model:pplx,synth-jira-comments,False,58803,26015,129,300,11,12,12,0,0,0,0,2705,2705,2703,2694,2693,2693,0.6932844443396449,0.9978110364487884,0.8181286956521738
model:gliner2-hivetrace-omni,synth-jira-comments,False,50111,2606,8821,300,201,201,201,0,0,0,0,2705,2705,2418,2398,2398,2398,0.9505662310070755,0.8503190117423471,0.897652464419744
model:mmbert32k,synth-jira-comments,False,41638,14457,17294,300,299,300,300,0,0,0,0,2705,2705,2395,1279,671,671,0.742276495231304,0.7065431344600557,0.7239691550679405
model:gliner-nvidia,synth-jira-comments,False,50027,2806,8905,300,243,247,247,0,0,0,0,2705,2705,2336,2203,2182,2182,0.946889254821797,0.8488936401276047,0.8952176441640943
model:gliner2-fastino,synth-jira-comments,False,42428,4605,16504,300,224,224,224,0,0,0,0,2705,2705,2334,2297,2297,2297,0.9020900218995174,0.7199484151225141,0.8007927145755674
model:gliner2-fastino-ru,synth-jira-comments,False,42783,4836,16149,300,241,241,241,0,0,0,0,2705,2705,2292,2268,2268,2268,0.8984438984438985,0.7259723070657708,0.8030520595771039
model:nuner-zero,synth-jira-comments,False,43669,21478,15263,300,248,300,300,0,0,0,0,2705,2705,2220,2137,1557,1557,0.6703148264693692,0.7410065838593634,0.703890263461182
model:gliner25-fastino,synth-jira-comments,False,42765,4227,16167,300,246,246,246,0,0,0,0,2705,2705,2215,2194,2194,2194,0.9100485188968335,0.725666870291183,0.8074657301461424
model:ru-legal-ner,synth-jira-comments,False,38896,22898,20036,300,300,300,300,0,0,0,0,2705,2705,2108,1175,784,784,0.6294462245525455,0.6600149324645354,0.6443682388217948
model:gliner2-hivetrace-omni-ru,synth-jira-comments,False,40046,3117,18886,300,260,260,260,0,0,0,0,2705,2705,2094,2076,2076,2076,0.9277853717304173,0.679528948618747,0.7844850384445861
model:kalyan-ettin,synth-jira-comments,False,36024,3622,22908,300,300,300,300,0,0,0,0,2705,2705,2071,1340,1143,1143,0.908641477072088,0.6112807982081042,0.7308730142628173
model:opf-kz-ru,synth-jira-comments,False,42106,17071,16826,300,291,294,294,0,0,0,0,2705,2705,2066,1830,1691,1691,0.7115264376362438,0.7144844905993348,0.7130023960917458
model:apararti,synth-jira-comments,False,41477,13757,17455,300,292,293,293,0,0,0,0,2705,2705,2032,1720,1590,1590,0.75093239671217,0.703811172198466,0.7266086225321023
model:openmed-nemotron,synth-jira-comments,False,38666,19349,20266,300,300,300,300,0,0,0,0,2705,2705,2011,1415,1483,1483,0.6664828061708179,0.6561121292336931,0.6612568086398112
model:gliner-pii-edge,synth-jira-comments,False,42702,11941,16230,300,270,276,276,0,0,0,0,2705,2705,1997,1814,1790,1790,0.781472466738649,0.7245978415801263,0.7519612590799033
model:gliner2-large,synth-jira-comments,False,36600,3718,22332,300,275,275,275,0,0,0,0,2705,2705,1992,1913,1913,1913,0.9077831241629049,0.6210547749949094,0.7375314861460956
model:gliner25-fastino-ru,synth-jira-comments,False,35786,3626,23146,300,276,276,276,0,0,0,0,2705,2705,1956,1938,1938,1938,0.9079975641936466,0.6072422452996674,0.7277719027088588
model:opf-ru-v2,synth-jira-comments,False,38903,2144,20029,300,300,300,300,0,0,0,0,2705,2705,1927,1760,1685,1685,0.9477671937047775,0.6601337134324305,0.7782234269196532
model:rules-ru,synth-jira-comments,False,46637,22506,12295,300,300,300,300,0,0,0,0,2705,2705,1898,1898,1898,1898,0.6745006725192717,0.7913697142469287,0.7282764005465548
model:gliner-urchade,synth-jira-comments,False,34883,2744,24049,300,267,267,267,0,0,0,0,2705,2705,1859,1816,1816,1816,0.9270736439259043,0.5919195004411865,0.7225219813792604
model:opf-ru,synth-jira-comments,False,35951,3575,22981,300,300,300,300,0,0,0,0,2705,2705,1850,1398,1286,1286,0.9095532054849972,0.6100420824000543,0.7302809319709928
model:nym-base,synth-jira-comments,False,38010,5568,20922,300,300,284,284,0,0,0,0,2705,2705,1844,1021,1372,1372,0.87222910642985,0.6449806556709428,0.7415861867134914
model:openmed-multilingual,synth-jira-comments,False,34586,19501,24346,300,300,300,300,0,0,0,0,2705,2705,1808,1403,1398,1398,0.6394512544604064,0.58687979366049,0.6120386837611376
model:openai-base,synth-jira-comments,False,39179,9085,19753,300,291,292,292,0,0,0,0,2705,2705,1806,1644,1593,1593,0.8117644621249793,0.6648170773094414,0.7309787678644727
model:traciora,synth-jira-comments,False,36860,2430,22072,300,300,300,300,0,0,0,0,2705,2705,1735,1533,1402,1402,0.9381522015780097,0.6254666395167311,0.7505446844902364
model:gravitee-small,synth-jira-comments,False,30301,7867,28631,300,300,300,300,0,0,0,0,2705,2705,1697,1481,1332,1332,0.7938849297841123,0.5141688725989276,0.624119464469619
model:gliner-nvidia-ru,synth-jira-comments,False,27346,2148,31586,300,291,296,296,0,0,0,0,2705,2705,1665,1500,1408,1408,0.9271716281277548,0.46402633543745336,0.6185058693144551
model:bardsai-eu,synth-jira-comments,False,33210,4321,25722,300,300,300,300,0,0,0,0,2705,2705,1649,1212,1077,1077,0.8848685086994751,0.5635308491142333,0.6885541606626375
model:gliner-stream-pii,synth-jira-comments,False,27412,3624,31520,300,297,297,297,0,0,0,0,2705,2705,1636,1483,1483,1483,0.8832323753060961,0.4651462702776081,0.6093722212342165
model:gliner-pii-base,synth-jira-comments,False,21759,892,37173,300,300,300,300,0,0,0,0,2705,2705,1279,1239,1239,1239,0.9606198401836563,0.3692221543473834,0.5334199526862213
model:gliner-multi-v21-ru,synth-jira-comments,False,18022,1188,40910,300,300,300,300,0,0,0,0,2705,2705,1270,1078,1078,1078,0.9381572097865695,0.3058100862010453,0.4612628292083643
model:gliner-multi-v21,synth-jira-comments,False,17362,2349,41570,300,300,300,300,0,0,0,0,2705,2705,1214,1030,1030,1030,0.88082796408097,0.2946107377994977,0.44153961573185146
model:ru-pii-ner,synth-jira-comments,False,20812,2713,38120,300,300,300,300,0,0,0,0,2705,2705,1193,1185,1179,1179,0.8846758767268863,0.35315278626213265,0.5047964393562706
model:gliner2-vladlinv-ru,synth-jira-comments,False,22265,1449,36667,300,300,300,300,0,0,0,0,2705,2705,1099,1081,1081,1081,0.9388968541789661,0.3778083214552365,0.5388040558526729
model:gliner2-vladlinv,synth-jira-comments,False,21340,536,37592,300,300,300,300,0,0,0,0,2705,2705,1080,1064,1064,1064,0.9754982629365515,0.3621122649833707,0.5281655281655282
model:gliner2-hivetrace-uni,synth-jira-comments,False,17679,497,41253,300,300,300,300,0,0,0,0,2705,2705,989,961,960,960,0.97265625,0.2999898187741804,0.45855164185298536
model:gliner-urchade-ru,synth-jira-comments,False,17112,1917,41820,300,293,293,293,0,0,0,0,2705,2705,935,914,914,914,0.8992590256976194,0.2903685603746691,0.43898872513179676
model:fef2-secret-ru,synth-jira-comments,False,23002,1983,35930,300,300,300,300,0,0,0,0,2705,2705,904,815,727,727,0.9206323794276566,0.3903142605036313,0.5482083487255265
model:ner-ru-gherman,synth-jira-comments,False,10684,61,48248,300,300,300,300,0,0,0,0,2705,2705,731,61,19,19,0.9943229409027454,0.18129369442747573,0.306672216082782
model:stanza-ru,synth-jira-comments,False,13770,31493,45162,300,300,300,300,0,0,0,0,2705,2705,713,618,605,605,0.3042219914720633,0.23365913255956017,0.2643121071068669
model:gliner2-hivetrace-uni-ru,synth-jira-comments,False,13981,2323,44951,300,300,300,300,0,0,0,0,2705,2705,683,661,661,661,0.8575196270853778,0.23723953030611553,0.3716571853899729
model:ner-ru-yqelz,synth-jira-comments,False,11633,10261,47299,300,300,300,300,0,0,0,0,2705,2705,666,588,555,555,0.5313327852379648,0.19739699993212517,0.28785291861529705
model:davlan-xlmr,synth-jira-comments,False,10051,42,48881,300,300,300,300,0,0,0,0,2705,2705,589,568,495,495,0.9958387000891707,0.17055250118780968,0.2912278160086925
model:davlan-mbert,synth-jira-comments,False,9689,16,49243,300,300,300,300,0,0,0,0,2705,2705,562,541,457,457,0.9983513652756311,0.16440982827665784,0.2823258592304442
model:spacy-alrosait,synth-jira-comments,False,7455,0,51477,300,300,300,300,0,0,0,0,2705,2705,383,382,382,382,1.0,0.12650173080838933,0.22459216412851915
model:natasha,synth-jira-comments,False,6526,2700,52406,300,300,300,300,0,0,0,0,2705,2705,357,328,322,322,0.7073487968783871,0.11073779949772619,0.1914962293494527
model:spacy-ru-lg,synth-jira-comments,False,4390,4973,54542,300,300,300,300,0,0,0,0,2705,2705,271,158,153,153,0.46886681619139164,0.0744926355799905,0.1285599238597262
composition:pplx,synth-jira-comments,False,58803,26015,129,300,11,12,12,0,0,0,0,2705,2705,2703,2694,2693,2693,0.6932844443396449,0.9978110364487884,0.8181286956521738
composition:fastino,synth-jira-comments,False,42428,4605,16504,300,224,224,224,0,0,0,0,2705,2705,2334,2297,2297,2297,0.9020900218995174,0.7199484151225141,0.8007927145755674
composition:pplx+fastino,synth-jira-comments,False,58841,26711,91,300,7,7,7,0,0,0,0,2705,2705,2703,2698,2698,2698,0.6877805311389564,0.9984558474173624,0.8144984911824147
composition:pplx+fastino+mmbert,synth-jira-comments,False,58894,29401,38,300,7,7,7,0,0,0,0,2705,2705,2705,2698,2698,2698,0.6670139872019933,0.9993551890314261,0.8000434702873794
composition:pplx+fastino+bardsai,synth-jira-comments,False,58841,26904,91,300,7,7,7,0,0,0,0,2705,2705,2703,2698,2698,2698,0.6862324333780395,0.9984558474173624,0.8134119452297185
composition:pplx+fastino+bardsai+mmbert,synth-jira-comments,False,58894,29592,38,300,7,7,7,0,0,0,0,2705,2705,2705,2698,2698,2698,0.6655742151300771,0.9993551890314261,0.799006905533924
"composition:vote2(pplx,opf2,nvidia)",synth-jira-comments,False,55311,4030,3621,300,158,173,173,0,0,0,0,2705,2705,2548,2478,2442,2442,0.9320874269055122,0.9385563021787823,0.9353106795295628
model:pplx+cpu-int8,synth-ru-tickets,False,589576,351962,5420,400,302,306,306,0,0,0,0,32099,32099,32069,31196,31152,31152,0.626183967083644,0.9908906950634963,0.7674102883502739
model:pplx+sent300,synth-ru-tickets,False,575319,203906,19677,400,388,390,390,0,0,0,0,32099,32099,31341,30529,30467,30467,0.7383220507555585,0.966929189439929,0.8373020060092227
model:pplx,synth-ru-tickets,False,575273,210702,19723,400,381,382,382,0,0,0,0,32099,32099,31250,30685,30680,30680,0.7319227710805051,0.9668518779958185,0.8331427669371767
model:pplx+ov100,synth-ru-tickets,False,575735,210437,19261,400,379,379,379,0,0,0,0,32099,32099,31233,30640,30635,30635,0.7323270225853884,0.9676283538040592,0.8336929323586992
model:nuner-zero,synth-ru-tickets,False,568741,7706,26255,400,397,400,400,0,0,0,0,32099,32099,30839,29984,27257,27257,0.9866319019788463,0.9558736529321206,0.9710092595200961
model:gliner2-fastino-ru,synth-ru-tickets,False,516526,87958,78470,400,400,400,400,0,0,0,0,32099,32099,30788,26525,26501,26501,0.8544907722950483,0.8681167604488097,0.8612498749458098
model:gliner2-fastino,synth-ru-tickets,False,520521,19470,74475,400,400,400,400,0,0,0,0,32099,32099,30787,26924,26881,26881,0.9639438435085029,0.8748310913014541,0.9172281268419815
model:gliner2-hivetrace-omni,synth-ru-tickets,False,530567,25191,64429,400,388,388,388,0,0,0,0,32099,32099,30176,29276,29276,29276,0.9546727172618298,0.8917152384217709,0.9221206269976033
model:pii-shield-onnx,synth-ru-tickets,False,518530,525109,76466,400,400,400,400,0,0,0,0,32099,32099,29971,24186,20849,20849,0.49684804803193444,0.8714848503183215,0.6328804157118578
model:gliner2-hivetrace-omni-ru,synth-ru-tickets,False,517263,9809,77733,400,398,398,398,0,0,0,0,32099,32099,28873,28060,28060,28060,0.9813896393661588,0.8693554242381462,0.9219815554850509
model:gliner-nvidia+sent300,synth-ru-tickets,False,474360,28048,120636,400,400,400,400,0,0,0,0,32099,32099,28391,27169,27002,27002,0.9441728634894349,0.7972490571365186,0.8645129779005726
model:apararti,synth-ru-tickets,False,505410,309642,89586,400,400,400,400,0,0,0,0,32099,32099,27866,24447,22374,22374,0.6200954049557574,0.8494342819111389,0.7168692129629629
