dataset,lang,kind,model,family,variant,missed,gold_spans,missed_pct,missed_ci_low_reported,missed_ci_high_reported,hidden_pct_reported,char_f1_reported,char_precision_reported,char_recall_reported,train,dropped_spans,fp_rows,fp_chars
dialogpii-multi,multi,pii,gliner2-hivetrace-omni,gliner2,base,2694,10345,26.041565973900436,23.9,28.1,66.3,0.604,0.558,0.658,False,0,0/0,0
dialogpii-multi,multi,pii,nym-base,hf,base,2859,10345,27.63653939101015,25.8,29.4,55.5,0.696,0.902,0.566,False,0,0/0,0
dialogpii-multi,multi,pii,pplx,pplx,base,3017,10345,29.16384726921218,27.6,30.8,65.2,0.679,0.789,0.595,False,0,0/0,0
dialogpii-multi,multi,pii,gliner-multi-v21,gliner,base,3094,10345,29.908168197196712,27.6,32.3,64.1,0.458,0.368,0.605,False,0,0/0,0
dialogpii-multi,multi,pii,davlan-xlmr,hf,base,3163,10345,30.57515708071532,28.8,32.2,60.6,0.68,0.92,0.539,False,0,0/0,0
dialogpii-multi,multi,pii,mmbert32k,hf,base,3267,10345,31.580473658772355,30.1,33.3,49.7,0.485,0.451,0.524,False,0,0/0,0
dialogpii-multi,multi,pii,nuner-zero,gliner,base,3290,10345,31.80280328661189,29.2,34.6,62.7,0.443,0.343,0.626,False,0,0/0,0
dialogpii-multi,multi,pii,nym-small,onnx,base,3315,10345,32.044465925567906,30.2,34.0,51.4,0.667,0.902,0.529,False,0,0/0,0
dialogpii-multi,multi,pii,gliner-nvidia,gliner,base,3357,10345,32.45045915901402,29.9,35.1,57.3,0.479,0.418,0.561,False,0,0/0,0
dialogpii-multi,multi,pii,ner-ru-yqelz,hf,base,3592,10345,34.72208796520058,33.1,36.4,56.3,0.644,0.699,0.597,False,0,0/0,0
dialogpii-multi,multi,pii,davlan-mbert,hf,base,3662,10345,35.39874335427743,33.5,37.3,55.0,0.635,0.83,0.514,False,0,0/0,0
dialogpii-multi,multi,pii,gliner25-fastino,gliner2,base,3722,10345,35.97873368777187,33.7,38.5,59.1,0.56,0.545,0.576,False,0,0/0,0
dialogpii-multi,multi,pii,gliner2-large,gliner2,base,4068,10345,39.32334461092315,36.5,42.1,54.9,0.433,0.359,0.546,False,0,0/0,0
dialogpii-multi,multi,pii,opf-ru,opf,base,4181,10345,40.41565973900435,38.6,42.3,44.6,0.359,0.287,0.48,False,0,0/0,0
dialogpii-multi,multi,pii,gliner-pii-base,gliner,base,4306,10345,41.62397293378444,38.7,44.5,53.3,0.532,0.551,0.515,False,0,0/0,0
dialogpii-multi,multi,pii,gliner2-hivetrace-uni,gliner2,base,4429,10345,42.81295311744804,40.5,45.1,49.2,0.511,0.572,0.462,False,0,0/0,0
dialogpii-multi,multi,pii,openmed-multilingual,hf,base,4457,10345,43.083615273078784,40.8,45.5,40.6,0.527,0.664,0.437,False,0,0/0,0
dialogpii-multi,multi,pii,gliner-pii-edge,gliner,base,4460,10345,43.1126147897535,40.2,46.1,51.1,0.537,0.602,0.485,False,0,0/0,0
dialogpii-multi,multi,pii,ner-ru-gherman,hf,base,4526,10345,43.75060415659739,41.7,45.6,40.0,0.52,0.9,0.365,False,0,0/0,0
dialogpii-multi,multi,pii,ru-legal-ner,hf,base,4573,10345,44.204929917834704,41.6,46.9,45.4,0.111,0.062,0.538,False,0,0/0,0
dialogpii-multi,multi,pii,stanza-ru,stanza,base,4659,10345,45.036249395843406,42.2,47.9,49.8,0.164,0.1,0.456,False,0,0/0,0
dialogpii-multi,multi,pii,gliner2-vladlinv,gliner2,base,4894,10345,47.30787820202997,45.1,49.6,47.1,0.55,0.871,0.402,False,0,0/0,0
dialogpii-multi,multi,pii,openmed-nemotron,hf,base,5038,10345,48.699855002416626,47.2,50.4,34.2,0.308,0.25,0.4,False,0,0/0,0
dialogpii-multi,multi,pii,gliner-stream-pii,gliner,base,5460,10345,52.7791203479942,50.5,54.9,39.8,0.518,0.796,0.383,False,0,0/0,0
dialogpii-multi,multi,pii,gravitee-small,hf,base,5585,10345,53.98743354277429,51.8,56.1,39.4,0.249,0.183,0.388,False,0,0/0,0
dialogpii-multi,multi,pii,traciora,opf,base,5608,10345,54.209763170613826,52.6,55.9,36.5,0.464,0.512,0.424,False,0,0/0,0
dialogpii-multi,multi,pii,kalyan-ettin,hf,base,5717,10345,55.263412276462056,52.6,57.8,32.2,0.459,0.642,0.357,False,0,0/0,0
dialogpii-multi,multi,pii,ru-pii-ner,rupii,base,6254,10345,60.454325761237314,57.9,63.0,35.7,0.392,0.455,0.344,False,0,0/0,0
dialogpii-multi,multi,pii,apararti,opf,base,6390,10345,61.768970517158046,59.8,63.7,30.8,0.414,0.461,0.375,False,0,0/0,0
dialogpii-multi,multi,pii,openai-base,opf,base,6634,10345,64.12759787336877,62.0,66.2,31.4,0.363,0.369,0.357,False,0,0/0,0
dialogpii-multi,multi,pii,opf-kz-ru,opf,base,7288,10345,70.44949250845819,68.6,72.3,24.6,0.367,0.463,0.304,False,0,0/0,0
dialogpii-multi,multi,pii,opf-ru-v2,opf,base,7351,10345,71.05848235862736,69.4,72.7,22.6,0.409,0.699,0.289,False,0,0/0,0
dialogpii-multi,multi,pii,spacy-ru-lg,spacy,base,8270,10345,79.94200096665055,78.8,81.0,18.4,0.123,0.103,0.152,False,0,0/0,0
dialogpii-multi,multi,pii,natasha,natasha,base,9416,10345,91.0198163363944,90.1,91.9,8.4,0.096,0.327,0.057,False,0,0/0,0
dialogpii-multi,multi,pii,rules-ru,rules,base,10054,10345,97.18704688255195,96.7,97.7,2.1,0.1,0.98,0.053,False,0,0/0,0
dialogpii-multi,multi,pii,fef2-secret-ru,hf,base,10243,10345,99.01401643305945,98.8,99.2,0.8,0.018,0.613,0.009,False,0,0/0,0
dialogpii-multi,multi,pii,spacy-alrosait,spacy,base,10331,10345,99.86466892218463,99.8,99.9,0.1,0.002,0.188,0.001,False,0,0/0,0
factrueval,ru,pii,stanza-ru,stanza,base,261,7966,3.276424805423048,2.8,3.8,95.6,0.877,0.84,0.916,False,0,0/0,0
factrueval,ru,pii,fef2-secret-ru,hf,base,272,7966,3.4145116746171227,2.8,4.1,95.3,0.928,0.93,0.927,False,0,0/0,0
factrueval,ru,pii,davlan-xlmr,hf,base,317,7966,3.979412503138338,3.4,4.7,94.7,0.927,0.936,0.918,False,0,0/0,0
factrueval,ru,pii,natasha,natasha,base,350,7966,4.393673110720562,3.8,5.1,94.4,0.925,0.938,0.911,False,0,0/0,0
factrueval,ru,pii,davlan-mbert,hf,base,364,7966,4.569420035149385,4.0,5.3,94.0,0.924,0.943,0.905,False,0,0/0,0
factrueval,ru,pii,spacy-ru-lg,spacy,base,367,7966,4.607080090384133,3.8,5.5,93.9,0.918,0.923,0.913,False,0,0/0,0
factrueval,ru,pii,bardsai-eu,onnx,base,466,7966,5.849861913130806,5.0,6.8,93.0,0.829,0.756,0.919,False,0,0/0,0
factrueval,ru,pii,nym-base+ov100,hf,ov100,839,7966,10.532262113984434,8.9,12.5,88.0,0.788,0.722,0.866,False,0,0/0,0
factrueval,ru,pii,nym-base,hf,base,903,7966,11.335676625659051,9.6,13.3,87.2,0.792,0.735,0.857,False,0,0/0,0
factrueval,ru,pii,gliner2-fastino-ru,gliner2,base,970,7966,12.176751192568416,11.0,13.4,87.1,0.764,0.68,0.872,False,0,0/0,0
factrueval,ru,pii,nym-base+sent300,hf,sent300,1068,7966,13.406979663570173,11.6,15.3,85.0,0.788,0.747,0.833,False,0,0/0,0
factrueval,ru,pii,nym-small,onnx,base,1090,7966,13.683153401958323,11.9,15.4,84.7,0.79,0.755,0.829,False,0,0/0,0
factrueval,ru,pii,gliner-pii-edge,gliner,base,1227,7966,15.4029625910118,14.1,16.7,81.5,0.733,0.712,0.756,False,0,0/0,0
factrueval,ru,pii,gliner2-fastino,gliner2,base,1362,7966,17.097665076575446,15.5,18.6,81.9,0.758,0.699,0.828,False,0,0/0,0
factrueval,ru,pii,gliner-nvidia+sent300,gliner,sent300,1435,7966,18.014059753954307,16.7,19.5,80.9,0.811,0.825,0.799,False,0,0/0,0
factrueval,ru,pii,ner-ru-yqelz,hf,base,1598,7966,20.060256088375596,18.4,21.7,78.8,0.773,0.744,0.804,False,0,0/0,0
factrueval,ru,pii,gliner25-fastino-ru,gliner2,base,1735,7966,21.780065277429074,20.2,23.5,77.5,0.798,0.815,0.783,False,0,0/0,0
factrueval,ru,pii,gliner-multi-v21,gliner,base,1891,7966,23.738388149635952,21.7,25.9,75.4,0.76,0.767,0.753,False,0,0/0,0
factrueval,ru,pii,gliner-nvidia+ov100,gliner,ov100,1998,7966,25.081596786341954,23.4,26.8,73.8,0.813,0.928,0.723,False,0,0/0,0
factrueval,ru,pii,gliner-nvidia,gliner,base,2005,7966,25.169470248556365,23.4,27.0,73.8,0.804,0.9,0.725,False,0,0/0,0
factrueval,ru,pii,gliner-multi-v21-ru,gliner,base,2115,7966,26.550338940497113,24.7,28.5,72.6,0.754,0.78,0.73,False,0,0/0,0
factrueval,ru,pii,gliner2-large,gliner2,base,2266,7966,28.445895053979413,26.3,30.6,70.6,0.704,0.709,0.698,False,0,0/0,0
factrueval,ru,pii,gliner2-hivetrace-omni,gliner2,base,2329,7966,29.236756213909114,27.2,31.4,69.8,0.741,0.805,0.687,False,0,0/0,0
factrueval,ru,pii,ner-ru-gherman,hf,base,2451,7966,30.76826512678885,27.7,33.9,66.4,0.732,0.978,0.584,False,0,0/0,0
factrueval,ru,pii,gliner2-hivetrace-omni-ru,gliner2,base,2488,7966,31.23273914135074,29.1,33.6,68.0,0.744,0.825,0.678,False,0,0/0,0
factrueval,ru,pii,ru-legal-ner+sent300,hf,sent300,3158,7966,39.64348481044439,36.7,42.9,57.2,0.579,0.59,0.568,False,0,0/0,0
factrueval,ru,pii,gliner25-fastino+sent300,gliner2,sent300,3202,7966,40.19583228722069,38.1,42.5,59.1,0.648,0.667,0.631,False,0,0/0,0
factrueval,ru,pii,gliner25-fastino,gliner2,base,3450,7966,43.30906351995983,40.8,46.0,56.0,0.662,0.747,0.594,False,0,0/0,0
factrueval,ru,pii,gliner25-fastino+ov100,gliner2,ov100,3465,7966,43.49736379613357,40.8,46.2,55.8,0.666,0.758,0.595,False,0,0/0,0
factrueval,ru,pii,ru-legal-ner,hf,base,3491,7966,43.82375094150138,40.8,47.4,53.4,0.57,0.622,0.525,False,0,0/0,0
factrueval,ru,pii,ru-legal-ner+ov100,hf,ov100,3506,7966,44.01205121767512,41.1,47.4,53.1,0.564,0.617,0.519,False,0,0/0,0
factrueval,ru,pii,nuner-zero,gliner,base,3600,7966,45.192066281697215,42.4,48.0,53.6,0.666,0.798,0.572,False,0,0/0,0
factrueval,ru,pii,gliner-nvidia-ru,gliner,base,3725,7966,46.7612352498117,44.8,48.9,52.5,0.667,0.92,0.523,False,0,0/0,0
factrueval,ru,pii,spacy-alrosait,spacy,base,3781,7966,47.46422294752699,45.1,50.0,51.0,0.61,0.92,0.456,False,0,0/0,0
factrueval,ru,pii,gliner25-fastino-ru+nochunk,gliner2,nochunk,3863,7966,48.493597790610096,44.3,52.5,50.7,0.666,0.865,0.542,False,0,0/0,0
factrueval,ru,pii,mmbert32k,hf,base,4319,7966,54.21792618629174,51.4,57.1,42.2,0.542,0.841,0.399,False,0,0/0,0
factrueval,ru,pii,gliner25-fastino+nochunk,gliner2,nochunk,4424,7966,55.53602811950791,51.8,59.3,43.6,0.611,0.84,0.48,False,0,0/0,0
factrueval,ru,pii,kalyan-ettin,hf,base,4452,7966,55.887521968365554,53.8,57.8,40.8,0.526,0.831,0.385,False,0,0/0,0
factrueval,ru,pii,openmed-nemotron,hf,base,4477,7966,56.20135576198845,54.2,58.2,40.2,0.449,0.511,0.401,False,0,0/0,0
factrueval,ru,pii,gliner-stream-pii,gliner,base,4546,7966,57.06753703238765,54.5,59.4,41.1,0.545,0.832,0.406,False,0,0/0,0
factrueval,ru,pii,pii-shield-onnx,onnx,base,4619,7966,57.98393170976651,55.8,60.4,39.9,0.511,0.773,0.382,False,0,0/0,0
factrueval,ru,pii,gliner-pii-base,gliner,base,4621,7966,58.00903841325634,55.7,60.4,40.7,0.543,0.782,0.416,False,0,0/0,0
factrueval,ru,pii,gliner-urchade,gliner,base,4733,7966,59.41501380868692,56.6,62.3,40.1,0.536,0.639,0.461,False,0,0/0,0
factrueval,ru,pii,gliner2-hivetrace-uni-ru,gliner2,base,4898,7966,61.486316846598044,59.2,63.6,38.1,0.505,0.873,0.355,False,0,0/0,0
factrueval,ru,pii,opf-ru,opf,base,4920,7966,61.76249058498619,59.1,64.5,36.4,0.471,0.799,0.334,False,0,0/0,0
factrueval,ru,pii,gliner-urchade-ru,gliner,base,4974,7966,62.44037157921165,59.6,65.2,37.1,0.511,0.623,0.434,False,0,0/0,0
factrueval,ru,pii,openmed-multilingual,hf,base,5233,7966,65.69168968114487,63.7,67.5,31.8,0.427,0.728,0.302,False,0,0/0,0
factrueval,ru,pii,gliner2-vladlinv,gliner2,base,5294,7966,66.45744413758473,63.6,69.4,33.4,0.44,0.938,0.287,False,0,0/0,0
factrueval,ru,pii,traciora,opf,base,5413,7966,67.95129299522972,64.8,71.2,31.0,0.419,0.72,0.296,False,0,0/0,0
factrueval,ru,pii,gliner2-vladlinv-ru,gliner2,base,5452,7966,68.44087371328145,65.5,71.3,31.5,0.421,0.937,0.272,False,0,0/0,0
factrueval,ru,pii,ru-pii-ner,rupii,base,5589,7966,70.16068290233493,66.7,73.8,29.8,0.401,0.863,0.261,False,0,0/0,0
factrueval,ru,pii,pplx+sent300,pplx,sent300,5776,7966,72.5081596786342,69.5,75.7,27.4,0.37,0.829,0.238,False,0,0/0,0
factrueval,ru,pii,mmbert32k+nochunk,hf,nochunk,5805,7966,72.87220687923676,70.6,75.1,24.5,0.359,0.787,0.233,False,0,0/0,0
factrueval,ru,pii,opf-ru-v2+sent300,opf,sent300,5810,7966,72.93497363796133,70.5,75.6,26.3,0.373,0.82,0.241,False,0,0/0,0
factrueval,ru,pii,apararti,opf,base,5852,7966,73.4622144112478,70.7,76.1,25.8,0.354,0.685,0.239,False,0,0/0,0
factrueval,ru,pii,opf-ru-v2+ov100,opf,ov100,5992,7966,75.21968365553603,72.8,77.8,24.3,0.347,0.834,0.219,False,0,0/0,0
factrueval,ru,pii,opf-ru-v2,opf,base,6060,7966,76.07331157419031,73.7,78.5,23.3,0.34,0.846,0.213,False,0,0/0,0
factrueval,ru,pii,pplx+ov100,pplx,ov100,6615,7966,83.04042179261863,80.4,85.8,16.9,0.246,0.863,0.144,False,0,0/0,0
factrueval,ru,pii,opf-kz-ru,opf,base,6743,7966,84.64725081596787,82.8,86.4,15.0,0.234,0.745,0.139,False,0,0/0,0
factrueval,ru,pii,gliner2-hivetrace-uni,gliner2,base,6832,7966,85.76449912126537,84.5,87.0,14.0,0.223,0.873,0.128,False,0,0/0,0
factrueval,ru,pii,openai-base,opf,base,6838,7966,85.83981923173488,83.6,88.2,14.0,0.215,0.822,0.124,False,0,0/0,0
factrueval,ru,pii,pplx,pplx,base,6964,7966,87.42154155159427,85.1,89.8,12.6,0.188,0.879,0.105,False,0,0/0,0
factrueval,ru,pii,gravitee-small,hf,base,7642,7966,95.93271403464725,95.0,96.8,3.7,0.073,0.367,0.04,False,0,0/0,0
factrueval,ru,pii,rules-ru,rules,base,7922,7966,99.4476525232237,99.2,99.7,0.6,0.014,0.586,0.007,False,0,0/0,0
gretel-multi,multi,pii,gravitee-small,hf,base,728,4484,16.23550401427297,14.5,17.9,79.7,0.716,0.613,0.86,False,0,15/18,1011
gretel-multi,multi,pii,gliner-nvidia,gliner,base,759,4484,16.92685102586976,15.0,18.9,50.9,0.707,0.655,0.767,False,0,17/18,933
gretel-multi,multi,pii,gliner2-fastino,gliner2,base,777,4484,17.32827832292596,15.4,19.4,74.5,0.765,0.753,0.778,False,1,13/18,277
gretel-multi,multi,pii,nym-small,onnx,base,777,4484,17.32827832292596,15.2,19.5,46.8,0.709,0.618,0.831,False,0,14/18,622
gretel-multi,multi,pii,nym-base,hf,base,796,4484,17.752007136485283,15.7,20.2,45.6,0.728,0.653,0.821,False,0,12/18,748
gretel-multi,multi,pii,pplx,pplx,base,818,4484,18.24264049955397,16.2,20.6,79.5,0.72,0.622,0.854,False,0,12/18,538
gretel-multi,multi,pii,gliner2-hivetrace-omni,gliner2,base,827,4484,18.44335414808207,16.4,20.5,78.5,0.804,0.81,0.797,True,0,12/18,251
gretel-multi,multi,pii,bardsai-eu,onnx,base,829,4484,18.487957181088316,16.4,20.8,66.6,0.752,0.699,0.814,False,0,15/18,773
gretel-multi,multi,pii,kalyan-ettin,hf,base,910,4484,20.294380017841213,18.4,22.4,43.1,0.706,0.648,0.775,False,0,13/18,859
gretel-multi,multi,pii,openmed-nemotron,hf,base,948,4484,21.141837644959857,19.2,23.1,40.6,0.641,0.555,0.759,False,0,14/18,989
gretel-multi,multi,pii,openmed-multilingual,hf,base,969,4484,21.610169491525422,19.7,23.8,43.6,0.718,0.681,0.761,True,0,15/18,1048
gretel-multi,multi,pii,gliner2-large,gliner2,base,1001,4484,22.323818019625335,20.4,24.3,65.8,0.678,0.642,0.72,False,0,17/18,1133
gretel-multi,multi,pii,mmbert32k,hf,base,1018,4484,22.702943800178414,20.5,24.9,56.3,0.645,0.563,0.755,False,0,17/18,1083
gretel-multi,multi,pii,gliner25-fastino,gliner2,base,1049,4484,23.3942908117752,21.3,25.5,70.6,0.784,0.808,0.763,False,0,10/18,280
gretel-multi,multi,pii,gliner-urchade,gliner,base,1072,4484,23.907225691347012,22.0,25.9,73.8,0.694,0.644,0.754,False,0,17/18,1033
gretel-multi,multi,pii,gliner2-hivetrace-uni,gliner2,base,1084,4484,24.174843889384476,22.4,26.2,70.4,0.756,0.815,0.705,True,0,14/18,311
gretel-multi,multi,pii,opf-ru,opf,base,1161,4484,25.892060660124887,23.9,28.1,51.9,0.699,0.719,0.68,False,0,11/18,203
gretel-multi,multi,pii,stanza-ru,stanza,base,1166,4484,26.0035682426405,24.2,27.8,56.7,0.262,0.166,0.627,False,0,18/18,7605
gretel-multi,multi,pii,nuner-zero,gliner,base,1185,4484,26.427297056199823,24.2,28.9,69.1,0.72,0.68,0.765,False,0,17/18,860
gretel-multi,multi,pii,apararti,opf,base,1202,4484,26.806422836752898,24.7,29.1,65.7,0.705,0.645,0.777,False,0,10/18,569
gretel-multi,multi,pii,gliner-pii-edge,gliner,base,1248,4484,27.832292595896522,25.9,30.0,55.7,0.646,0.656,0.638,False,0,15/18,477
gretel-multi,multi,pii,openai-base,opf,base,1292,4484,28.8135593220339,26.5,31.3,64.7,0.716,0.692,0.742,False,0,9/18,531
gretel-multi,multi,pii,gliner-stream-pii,gliner,base,1309,4484,29.192685102586974,27.1,31.3,41.9,0.723,0.886,0.611,False,0,13/18,165
gretel-multi,multi,pii,opf-kz-ru,opf,base,1334,4484,29.75022301516503,27.5,32.1,61.7,0.689,0.633,0.755,False,0,10/18,568
gretel-multi,multi,pii,traciora,opf,base,1593,4484,35.526315789473685,33.3,37.8,54.3,0.757,0.849,0.682,False,0,3/18,37
gretel-multi,multi,pii,gliner-multi-v21,gliner,base,1645,4484,36.685994647636036,34.7,38.8,53.9,0.607,0.647,0.572,False,0,16/18,713
gretel-multi,multi,pii,opf-ru-v2,opf,base,1678,4484,37.42194469223907,35.1,39.7,52.7,0.747,0.851,0.665,False,0,4/18,44
gretel-multi,multi,pii,davlan-xlmr,hf,base,1684,4484,37.55575379125781,35.5,39.7,45.0,0.658,0.836,0.542,False,0,6/18,152
gretel-multi,multi,pii,davlan-mbert,hf,base,1764,4484,39.33987511150758,37.3,41.4,42.3,0.642,0.83,0.524,False,0,5/18,108
gretel-multi,multi,pii,ru-pii-ner,rupii,base,1770,4484,39.473684210526315,36.9,42.2,55.9,0.652,0.729,0.589,False,0,8/18,227
gretel-multi,multi,pii,ru-legal-ner,hf,base,1963,4484,43.7778768956289,41.7,46.0,28.0,0.239,0.16,0.466,False,0,14/18,6152
gretel-multi,multi,pii,pii-shield-onnx,onnx,base,2068,4484,46.11953612845674,43.5,48.8,34.7,0.286,0.192,0.559,False,0,15/18,5597
gretel-multi,multi,pii,ner-ru-gherman,hf,base,2132,4484,47.546833184656556,45.3,50.0,13.2,0.536,0.894,0.383,False,0,1/18,31
gretel-multi,multi,pii,gliner2-vladlinv,gliner2,base,2268,4484,50.579839429081176,47.9,53.4,45.0,0.59,0.855,0.451,False,0,4/18,66
gretel-multi,multi,pii,ner-ru-yqelz,hf,base,2365,4484,52.74308652988403,50.7,54.9,29.9,0.447,0.499,0.404,False,0,18/18,1556
gretel-multi,multi,pii,gliner-pii-base,gliner,base,2430,4484,54.19268510258698,52.0,56.4,39.1,0.574,0.743,0.468,False,0,13/18,255
gretel-multi,multi,pii,rules-ru,rules,base,3824,4484,85.28099910793934,83.7,86.9,14.4,0.306,0.685,0.197,False,0,1/18,15
gretel-multi,multi,pii,spacy-ru-lg,spacy,base,3865,4484,86.19536128456735,84.8,87.5,7.8,0.117,0.16,0.092,False,0,11/18,577
gretel-multi,multi,pii,fef2-secret-ru,hf,base,3904,4484,87.06512042818912,85.7,88.3,9.6,0.253,0.901,0.147,False,0,2/18,26
gretel-multi,multi,pii,natasha,natasha,base,4007,4484,89.3621766280107,88.1,90.5,4.8,0.125,0.544,0.07,False,0,4/18,100
gretel-multi,multi,pii,spacy-alrosait,spacy,base,4484,4484,100.0,100.0,100.0,0.0,0.0,0.0,0.0,False,0,0/18,0
hivetrace,ru,pii,pplx+cpu-int8,pplx,cpu-int8,14,1667,0.8398320335932813,0.4,1.3,97.9,0.812,0.688,0.991,False,0,113/378,1745
hivetrace,ru,pii,nym-small,onnx,base,15,1667,0.8998200359928015,0.5,1.4,75.9,0.94,0.979,0.905,False,0,17/378,113
hivetrace,ru,pii,nym-base,hf,base,17,1667,1.0197960407918416,0.6,1.5,74.5,0.947,0.978,0.918,False,0,13/378,103
hivetrace,ru,pii,nym-base+cpu-int8,hf,cpu-int8,22,1667,1.3197360527894422,0.8,1.8,74.7,0.948,0.982,0.917,False,0,16/378,119
hivetrace,ru,pii,pplx,pplx,base,45,1667,2.699460107978404,2.0,3.5,95.1,0.915,0.86,0.979,False,0,33/378,321
hivetrace,ru,pii,mmbert32k,hf,base,55,1667,3.2993401319736053,2.5,4.2,74.7,0.938,0.975,0.903,False,0,21/378,124
hivetrace,ru,pii,opf-ru,opf,base,83,1667,4.979004199160168,4.0,6.1,82.0,0.917,0.96,0.877,False,0,46/378,471
hivetrace,ru,pii,apararti,opf,base,108,1667,6.47870425914817,5.3,7.7,89.7,0.922,0.896,0.951,False,0,29/378,507
hivetrace,ru,pii,gliner-nvidia-ru,gliner,base,108,1667,6.47870425914817,5.3,7.7,90.6,0.917,0.946,0.889,False,0,34/378,248
hivetrace,ru,pii,opf-ru-v2,opf,base,125,1667,7.498500299940012,6.2,8.7,86.6,0.946,0.963,0.93,False,0,15/378,126
hivetrace,ru,pii,opf-kz-ru,opf,base,125,1667,7.498500299940012,6.3,8.8,83.8,0.889,0.878,0.901,False,0,24/378,299
hivetrace,ru,pii,openmed-multilingual,hf,base,130,1667,7.798440311937613,6.5,9.1,69.8,0.871,0.922,0.824,False,0,74/378,602
hivetrace,ru,pii,openai-base-onnx,onnx,base,165,1667,9.898020395920815,8.4,11.4,87.0,0.91,0.89,0.93,False,0,23/378,550
hivetrace,ru,pii,openai-base,opf,base,165,1667,9.898020395920815,8.5,11.3,86.9,0.909,0.889,0.929,False,0,23/378,564
hivetrace,ru,pii,ru-pii-ner,rupii,base,166,1667,9.958008398320336,8.4,11.4,88.4,0.856,0.976,0.762,False,0,23/378,136
hivetrace,ru,pii,traciora,opf,base,170,1667,10.197960407918416,8.8,11.8,85.7,0.928,0.919,0.938,False,0,50/378,520
hivetrace,ru,pii,pii-shield-onnx,onnx,base,171,1667,10.257948410317937,8.7,11.8,78.8,0.941,0.986,0.9,False,0,15/378,93
hivetrace,ru,pii,gliner2-fastino-ru,gliner2,base,172,1667,10.317936412717456,8.8,11.8,87.9,0.822,0.986,0.705,False,0,8/378,39
hivetrace,ru,pii,ru-legal-ner,hf,base,193,1667,11.577684463107378,10.1,13.1,71.7,0.892,0.951,0.84,False,0,27/378,226
hivetrace,ru,pii,ru-legal-ner+cpu-int8,hf,cpu-int8,197,1667,11.817636472705459,10.3,13.3,71.0,0.888,0.943,0.839,False,0,39/378,338
hivetrace,ru,pii,nuner-zero,gliner,base,198,1667,11.877624475104978,10.4,13.5,82.7,0.806,0.774,0.84,False,0,88/378,835
hivetrace,ru,pii,gliner-nvidia,gliner,base,200,1667,11.997600479904019,10.5,13.6,84.6,0.796,0.739,0.863,False,0,116/378,2480
hivetrace,ru,pii,gliner2-hivetrace-omni-ru,gliner2,base,203,1667,12.177564487102579,10.7,13.8,84.0,0.794,0.965,0.674,False,0,20/378,194
hivetrace,ru,pii,mmbert32k+cpu-int8,hf,cpu-int8,222,1667,13.317336532693462,11.8,15.1,51.3,0.825,0.967,0.719,False,0,30/378,123
hivetrace,ru,pii,gliner-stream-pii,gliner,base,230,1667,13.797240551889622,12.2,15.5,69.4,0.835,0.942,0.75,False,0,79/378,382
hivetrace,ru,pii,bardsai-eu,onnx,base,241,1667,14.457108578284343,12.7,16.4,67.1,0.884,0.949,0.827,False,0,12/378,103
hivetrace,ru,pii,gliner-pii-edge,gliner,base,267,1667,16.016796640671867,14.3,17.8,77.6,0.734,0.842,0.651,False,0,101/378,895
hivetrace,ru,pii,gliner2-vladlinv-ru,gliner2,base,358,1667,21.475704859028195,19.4,23.6,76.8,0.816,0.991,0.694,False,0,5/378,44
hivetrace,ru,pii,gravitee-small+cpu-int8,hf,cpu-int8,363,1667,21.775644871025793,19.8,23.8,69.6,0.541,0.443,0.695,False,0,171/378,3664
hivetrace,ru,pii,openmed-nemotron,hf,base,378,1667,22.675464907018597,20.7,24.7,53.3,0.773,0.761,0.785,False,0,123/378,1512
hivetrace,ru,pii,gliner-urchade-ru,gliner,base,382,1667,22.915416916616678,20.9,25.0,76.1,0.77,0.965,0.641,False,0,19/378,192
hivetrace,ru,pii,gravitee-small,hf,base,392,1667,23.51529694061188,21.6,25.4,67.5,0.567,0.484,0.684,False,0,131/378,2624
hivetrace,ru,pii,presidio-ru,presidio,base,400,1667,23.995200959808038,22.0,26.1,67.2,0.753,0.943,0.626,False,0,30/378,180
hivetrace,ru,pii,gliner25-fastino-ru,gliner2,base,420,1667,25.19496100779844,23.2,27.3,72.2,0.77,0.965,0.64,False,0,10/378,87
hivetrace,ru,pii,gliner2-fastino,gliner2,base,451,1667,27.054589082183565,24.9,29.2,71.7,0.732,0.927,0.605,False,0,46/378,379
hivetrace,ru,pii,kalyan-ettin,hf,base,454,1667,27.234553089382125,25.0,29.5,51.4,0.795,0.936,0.69,False,0,44/378,352
hivetrace,ru,pii,gliner2-hivetrace-uni,gliner2,base,468,1667,28.074385122975404,25.9,30.2,69.0,0.683,0.943,0.535,False,0,25/378,169
hivetrace,ru,pii,gliner-urchade,gliner,base,480,1667,28.794241151769647,26.6,31.1,70.3,0.725,0.839,0.638,False,0,66/378,731
hivetrace,ru,pii,gliner2-vladlinv,gliner2,base,487,1667,29.214157168566288,26.8,31.8,68.9,0.777,0.987,0.64,False,0,8/378,57
hivetrace,ru,pii,gliner2-hivetrace-omni,gliner2,base,523,1667,31.37372525494901,29.0,33.7,65.9,0.743,0.957,0.607,False,0,18/378,140
hivetrace,ru,pii,fef2-secret-ru,hf,base,537,1667,32.21355728854229,30.0,34.5,56.4,0.765,0.915,0.657,False,0,7/378,74
hivetrace,ru,pii,gliner2-large,gliner2,base,551,1667,33.05338932213557,30.6,35.4,59.2,0.648,0.788,0.55,False,0,126/378,1104
