dataset,lang,kind,model,family,variant,missed,gold_spans,missed_pct,missed_ci_low_reported,missed_ci_high_reported,hidden_pct_reported,char_f1_reported,char_precision_reported,char_recall_reported,train,dropped_spans,fp_rows,fp_chars
alexen2,ru,pii,gliner2-vladlinv-ru,gliner2,base,0,1261,0.0,0.0,0.0,26.3,0.975,1.0,0.952,False,0,0/40,0
alexen2,ru,pii,gliner2-vladlinv,gliner2,base,0,1261,0.0,0.0,0.0,26.3,0.975,0.999,0.952,False,0,0/40,0
alexen2,ru,pii,ru-pii-ner,rupii,base,0,1261,0.0,0.0,0.0,26.3,0.972,0.992,0.952,False,0,9/40,107
alexen2,ru,pii,gliner2-fastino,gliner2,base,3,1261,0.23790642347343377,0.0,0.6,27.8,0.969,0.989,0.949,False,0,14/40,130
alexen2,ru,pii,gliner2-fastino-ru,gliner2,base,4,1261,0.317208564631245,0.0,0.6,27.4,0.972,0.996,0.948,False,0,7/40,67
alexen2,ru,pii,gliner2-hivetrace-omni,gliner2,base,5,1261,0.3965107057890563,0.1,0.8,27.7,0.969,0.99,0.95,False,0,14/40,140
alexen2,ru,pii,gliner2-hivetrace-omni-ru,gliner2,base,5,1261,0.3965107057890563,0.1,0.8,27.7,0.969,0.989,0.95,False,0,15/40,139
alexen2,ru,pii,gliner25-fastino,gliner2,base,5,1261,0.3965107057890563,0.1,0.8,27.0,0.963,0.984,0.944,False,0,22/40,247
alexen2,ru,pii,gliner-urchade,gliner,base,7,1261,0.5551149881046789,0.2,1.0,28.0,0.97,0.992,0.948,False,0,10/40,110
alexen2,ru,pii,gliner25-fastino-ru,gliner2,base,8,1261,0.63441712926249,0.2,1.1,27.1,0.968,0.992,0.946,False,0,14/40,145
alexen2,ru,pii,nuner-zero,gliner,base,10,1261,0.7930214115781126,0.3,1.3,27.9,0.947,0.944,0.95,False,0,15/40,175
alexen2,ru,pii,nym-base,hf,base,15,1261,1.189532117367169,0.6,1.8,11.8,0.932,0.986,0.884,False,0,17/40,201
alexen2,ru,pii,gliner-nvidia,gliner,base,18,1261,1.4274385408406027,0.8,2.1,26.5,0.957,0.986,0.931,False,0,10/40,98
alexen2,ru,pii,mmbert32k,hf,base,21,1261,1.6653449643140366,1.0,2.4,22.6,0.954,0.989,0.922,False,0,14/40,126
alexen2,ru,pii,gliner-nvidia-ru,gliner,base,25,1261,1.9825535289452816,1.3,2.8,23.5,0.949,0.991,0.909,False,0,16/40,134
alexen2,ru,pii,nym-small,onnx,base,38,1261,3.013481363996828,2.1,4.0,10.2,0.943,0.981,0.907,False,0,17/40,194
alexen2,ru,pii,traciora,opf,base,41,1261,3.2513877874702617,2.3,4.3,25.9,0.941,0.956,0.926,False,0,16/40,191
alexen2,ru,pii,opf-ru,opf,base,54,1261,4.282315622521808,3.2,5.4,23.5,0.942,0.986,0.901,False,0,19/40,178
alexen2,ru,pii,pii-shield-onnx,onnx,base,63,1261,4.9960348929421095,3.9,6.2,22.8,0.946,0.988,0.907,False,0,14/40,146
alexen2,ru,pii,pplx,pplx,base,66,1261,5.233941316415543,4.0,6.5,55.6,0.905,0.876,0.937,False,0,7/40,90
alexen2,ru,pii,gliner-pii-base,gliner,base,69,1261,5.471847739888977,4.1,6.8,24.4,0.945,0.984,0.908,False,0,16/40,165
alexen2,ru,pii,ru-legal-ner,hf,base,74,1261,5.868358445678033,4.7,7.2,23.8,0.917,0.985,0.858,False,0,11/40,106
alexen2,ru,pii,gliner2-large,gliner2,base,82,1261,6.502775574940523,5.1,7.9,21.7,0.923,0.968,0.882,False,0,10/40,102
alexen2,ru,pii,openmed-nemotron,hf,base,84,1261,6.661379857256146,5.3,8.1,11.2,0.886,0.912,0.862,False,0,18/40,250
alexen2,ru,pii,bardsai-eu,onnx,base,89,1261,7.057890563045202,5.6,8.6,26.3,0.912,0.983,0.851,False,0,13/40,178
alexen2,ru,pii,gliner-pii-edge,gliner,base,90,1261,7.137192704203014,5.7,8.5,22.0,0.904,0.935,0.876,False,0,27/40,283
alexen2,ru,pii,apararti,opf,base,93,1261,7.375099127676448,5.9,8.8,22.0,0.937,0.977,0.9,False,0,13/40,174
alexen2,ru,pii,opf-kz-ru,opf,base,96,1261,7.613005551149881,6.1,9.1,21.9,0.922,0.944,0.901,False,0,17/40,209
alexen2,ru,pii,opf-ru-v2,opf,base,100,1261,7.930214115781126,6.5,9.5,23.3,0.938,0.981,0.899,False,0,11/40,159
alexen2,ru,pii,kalyan-ettin,hf,base,106,1261,8.406026962727994,6.9,10.0,14.2,0.874,0.96,0.802,False,0,20/40,193
alexen2,ru,pii,openmed-multilingual,hf,base,145,1261,11.498810467882633,9.7,13.2,7.1,0.895,0.985,0.82,False,0,20/40,144
alexen2,ru,pii,openai-base,opf,base,153,1261,12.133227597145122,10.4,14.1,20.9,0.917,0.97,0.87,False,0,10/40,134
alexen2,ru,pii,gliner-multi-v21,gliner,base,157,1261,12.450436161776368,10.8,14.1,27.0,0.855,0.989,0.753,False,0,10/40,95
alexen2,ru,pii,gliner2-hivetrace-uni,gliner2,base,160,1261,12.688342585249801,10.9,14.5,21.8,0.894,0.992,0.813,False,0,7/40,70
alexen2,ru,pii,gravitee-small,hf,base,178,1261,14.115781126090404,12.1,16.0,18.7,0.712,0.634,0.81,False,0,24/40,630
alexen2,ru,pii,gliner-stream-pii,gliner,base,190,1261,15.06740681998414,13.3,17.0,22.1,0.873,0.973,0.791,False,0,38/40,326
alexen2,ru,pii,gliner-multi-v21-ru,gliner,base,201,1261,15.939730372720064,14.2,17.7,26.7,0.831,0.991,0.715,False,0,6/40,54
alexen2,ru,pii,fef2-secret-ru,hf,base,335,1261,26.566217287866774,24.4,28.8,22.2,0.814,0.984,0.693,False,0,16/40,137
alexen2,ru,pii,gliner-urchade-ru,gliner,base,353,1261,27.993655828707375,25.5,30.0,9.0,0.825,0.996,0.704,False,0,3/40,31
alexen2,ru,pii,ner-ru-yqelz,hf,base,555,1261,44.01268834258525,42.0,46.1,26.1,0.587,0.868,0.443,False,0,20/40,289
alexen2,ru,pii,rules-ru,rules,base,571,1261,45.28152260111023,43.1,47.3,4.7,0.733,1.0,0.578,False,0,0/40,0
alexen2,ru,pii,ner-ru-gherman,hf,base,603,1261,47.81919111816019,45.4,50.3,4.8,0.577,0.98,0.409,False,0,15/40,148
alexen2,ru,pii,stanza-ru,stanza,base,616,1261,48.850118953211734,46.8,51.0,21.3,0.6,0.884,0.453,False,0,18/40,232
alexen2,ru,pii,spacy-ru-lg,spacy,base,672,1261,53.29103885804917,51.2,55.6,22.5,0.566,0.967,0.401,False,0,15/40,163
alexen2,ru,pii,davlan-xlmr,hf,base,686,1261,54.401268834258524,52.3,56.5,22.4,0.555,0.978,0.388,False,0,12/40,171
alexen2,ru,pii,davlan-mbert,hf,base,695,1261,55.11498810467883,53.2,57.3,20.9,0.552,0.976,0.385,False,0,13/40,156
alexen2,ru,pii,natasha,natasha,base,730,1261,57.89056304520222,56.0,60.0,21.3,0.52,0.927,0.361,False,0,15/40,207
alexen2,ru,pii,spacy-alrosait,spacy,base,779,1261,61.77636796193497,60.0,63.7,18.3,0.504,0.968,0.34,False,0,13/40,183
alexen2,ru,pii,gliner2-hivetrace-uni-ru,gliner2,base,1056,1261,83.74306106264869,81.8,85.8,5.2,0.239,0.979,0.136,False,0,0/40,0
alrosait,ru,pii,spacy-alrosait,spacy,base,1,1862,0.05370569280343716,0.0,0.2,99.8,0.999,0.998,0.999,True,0,3/340,51
alrosait,ru,pii,gliner25-fastino,gliner2,base,8,1862,0.4296455424274973,0.2,0.7,87.1,0.889,0.841,0.942,False,0,282/340,6070
alrosait,ru,pii,gliner-multi-v21,gliner,base,9,1862,0.4833512352309345,0.2,0.8,71.6,0.831,0.797,0.869,False,0,275/340,6096
alrosait,ru,pii,pplx,pplx,base,10,1862,0.5370569280343717,0.3,0.9,96.7,0.938,0.889,0.992,False,0,122/340,2286
alrosait,ru,pii,nym-base,hf,base,12,1862,0.644468313641246,0.3,1.1,18.2,0.91,0.922,0.899,False,0,168/340,2465
alrosait,ru,pii,nuner-zero,gliner,base,12,1862,0.644468313641246,0.3,1.1,77.9,0.873,0.818,0.936,False,0,254/340,5735
alrosait,ru,pii,gliner-multi-v21-ru,gliner,base,15,1862,0.8055853920515574,0.4,1.3,70.9,0.865,0.858,0.871,False,0,199/340,3834
alrosait,ru,pii,gliner25-fastino-ru,gliner2,base,18,1862,0.966702470461869,0.5,1.4,86.6,0.923,0.908,0.939,False,0,181/340,3418
alrosait,ru,pii,ner-ru-yqelz,hf,base,20,1862,1.0741138560687433,0.6,1.6,55.0,0.779,0.896,0.689,False,0,171/340,2440
alrosait,ru,pii,opf-ru,opf,base,22,1862,1.1815252416756177,0.7,1.7,45.6,0.838,0.876,0.804,False,0,210/340,3049
alrosait,ru,pii,nym-small,onnx,base,28,1862,1.5037593984962405,1.0,2.1,17.8,0.898,0.911,0.886,False,0,164/340,2620
alrosait,ru,pii,mmbert32k,hf,base,33,1862,1.7722878625134264,1.1,2.4,44.0,0.843,0.924,0.775,False,0,134/340,1840
alrosait,ru,pii,davlan-xlmr,hf,base,35,1862,1.8796992481203008,1.2,2.6,56.1,0.883,0.94,0.832,False,0,120/340,1971
alrosait,ru,pii,gliner2-vladlinv,gliner2,base,53,1862,2.8464017185821695,1.9,3.8,90.7,0.957,0.973,0.942,False,0,55/340,895
alrosait,ru,pii,bardsai-eu,onnx,base,54,1862,2.9001074113856067,2.1,3.8,66.0,0.897,0.9,0.893,False,0,180/340,3001
alrosait,ru,pii,gliner2-vladlinv-ru,gliner2,base,57,1862,3.061224489795918,2.1,4.0,90.5,0.958,0.977,0.941,False,0,52/340,786
alrosait,ru,pii,fef2-secret-ru,hf,base,64,1862,3.4371643394199785,2.5,4.5,55.4,0.81,0.911,0.729,False,0,133/340,2408
alrosait,ru,pii,davlan-mbert,hf,base,67,1862,3.59828141783029,2.8,4.5,52.6,0.83,0.923,0.754,False,0,140/340,2239
alrosait,ru,pii,ru-legal-ner,hf,base,69,1862,3.7056928034371643,2.8,4.6,72.4,0.887,0.89,0.884,False,0,141/340,2173
alrosait,ru,pii,ner-ru-gherman,hf,base,71,1862,3.8131041890440387,2.9,4.8,1.8,0.839,0.953,0.749,False,0,132/340,1412
alrosait,ru,pii,ru-pii-ner,rupii,base,75,1862,4.027926960257787,3.0,5.1,94.2,0.952,0.949,0.954,False,0,72/340,1254
alrosait,ru,pii,stanza-ru,stanza,base,78,1862,4.189044038668099,3.3,5.1,54.8,0.761,0.816,0.713,False,0,232/340,3518
alrosait,ru,pii,gliner-urchade,gliner,base,141,1862,7.57250268528464,6.4,8.9,90.3,0.85,0.847,0.852,False,0,244/340,4654
alrosait,ru,pii,traciora,opf,base,144,1862,7.733619763694952,6.5,9.1,76.8,0.865,0.839,0.893,False,0,177/340,3894
alrosait,ru,pii,apararti,opf,base,193,1862,10.365198711063373,9.0,11.8,68.2,0.845,0.849,0.841,False,0,157/340,3521
alrosait,ru,pii,openmed-nemotron,hf,base,193,1862,10.365198711063373,9.0,11.7,16.7,0.646,0.641,0.65,False,0,251/340,5121
alrosait,ru,pii,gliner2-hivetrace-omni-ru,gliner2,base,195,1862,10.472610096670246,9.2,11.9,78.8,0.794,0.842,0.75,False,0,239/340,4532
alrosait,ru,pii,gliner2-hivetrace-omni,gliner2,base,198,1862,10.633727175080558,9.3,11.9,78.8,0.782,0.818,0.749,False,0,276/340,5531
alrosait,ru,pii,opf-ru-v2,opf,base,203,1862,10.902255639097744,9.4,12.3,69.1,0.874,0.91,0.84,False,0,99/340,1925
alrosait,ru,pii,gliner2-large,gliner2,base,225,1862,12.083780880773363,10.6,13.7,51.2,0.721,0.748,0.695,False,0,288/340,6163
alrosait,ru,pii,gliner2-fastino,gliner2,base,228,1862,12.244897959183673,10.8,13.8,78.5,0.757,0.785,0.732,False,0,278/340,6397
alrosait,ru,pii,pii-shield-onnx,onnx,base,233,1862,12.51342642320086,11.0,14.0,52.7,0.832,0.922,0.758,False,0,117/340,2001
alrosait,ru,pii,openai-base,opf,base,239,1862,12.835660580021482,11.1,14.6,73.8,0.85,0.844,0.856,False,0,118/340,3037
alrosait,ru,pii,gliner2-fastino-ru,gliner2,base,248,1862,13.319011815252416,11.8,15.0,78.2,0.805,0.906,0.725,False,0,163/340,2949
alrosait,ru,pii,gliner-nvidia,gliner,base,262,1862,14.070891514500538,12.4,15.8,72.4,0.763,0.817,0.716,False,0,215/340,4490
alrosait,ru,pii,spacy-ru-lg,spacy,base,267,1862,14.339419978517723,12.7,15.9,48.1,0.707,0.916,0.575,False,0,125/340,1542
alrosait,ru,pii,opf-kz-ru,opf,base,280,1862,15.037593984962406,13.5,16.6,44.0,0.78,0.873,0.705,False,0,135/340,2292
alrosait,ru,pii,gliner-nvidia-ru,gliner,base,317,1862,17.02470461868958,15.3,18.9,60.6,0.75,0.895,0.645,False,0,121/340,2161
alrosait,ru,pii,openmed-multilingual,hf,base,363,1862,19.49516648764769,17.7,21.3,8.8,0.601,0.777,0.49,False,0,222/340,3021
alrosait,ru,pii,natasha,natasha,base,389,1862,20.891514500537056,19.1,22.8,50.1,0.676,0.919,0.535,False,0,109/340,1387
alrosait,ru,pii,gliner-stream-pii,gliner,base,421,1862,22.610096670247046,20.7,24.6,45.1,0.697,0.854,0.589,False,0,263/340,3514
alrosait,ru,pii,kalyan-ettin,hf,base,469,1862,25.18796992481203,23.3,27.3,19.9,0.585,0.798,0.462,False,0,183/340,2561
alrosait,ru,pii,gliner2-hivetrace-uni,gliner2,base,502,1862,26.960257787325457,24.9,29.1,55.4,0.699,0.952,0.553,False,0,84/340,936
alrosait,ru,pii,gliner-pii-edge,gliner,base,508,1862,27.28249194414608,25.3,29.3,50.4,0.646,0.78,0.552,False,0,247/340,3179
alrosait,ru,pii,gravitee-small,hf,base,631,1862,33.88829215896885,31.6,36.2,45.9,0.665,0.648,0.683,False,0,150/340,3159
alrosait,ru,pii,gliner-pii-base,gliner,base,644,1862,34.58646616541353,32.4,36.6,51.1,0.622,0.893,0.477,False,0,170/340,1901
alrosait,ru,pii,gliner-urchade-ru,gliner,base,974,1862,52.3093447905478,49.9,54.7,46.7,0.645,0.915,0.498,False,0,97/340,1685
alrosait,ru,pii,gliner2-hivetrace-uni-ru,gliner2,base,1258,1862,67.56176154672396,65.6,69.8,28.3,0.358,0.926,0.222,False,0,50/340,690
alrosait,ru,pii,betterleaks,leaks,base,1862,1862,100.0,100.0,100.0,0.0,0.0,0.0,0.0,False,0,0/340,0
alrosait,ru,pii,gitleaks,leaks,base,1862,1862,100.0,100.0,100.0,0.0,0.0,0.0,0.0,False,0,0/340,0
alrosait,ru,pii,rules-ru,rules,base,1862,1862,100.0,100.0,100.0,0.0,0.0,0.0,0.0,False,0,55/340,1387
ameau01,en,pii,pplx+cpu-int8,pplx,cpu-int8,105,2242,4.683318465655665,3.8,5.7,94.5,0.65,0.497,0.937,False,0,284/702,7854
ameau01,en,pii,gliner2-hivetrace-omni,gliner2,base,120,2242,5.352363960749331,4.3,6.5,94.6,0.757,0.625,0.959,False,0,351/702,7296
ameau01,en,pii,gliner2-fastino,gliner2,base,160,2242,7.136485280999108,5.9,8.4,92.8,0.765,0.661,0.909,False,0,241/702,4923
ameau01,en,pii,nuner-zero,gliner,base,347,2242,15.477252453166816,13.9,17.0,84.3,0.669,0.568,0.811,False,0,332/702,7518
ameau01,en,pii,gliner-stream-pii,gliner,base,353,2242,15.744870651204282,14.3,17.2,82.2,0.7,0.63,0.788,False,0,536/702,7561
ameau01,en,pii,gliner-nvidia,gliner,base,365,2242,16.280107047279216,14.7,17.8,82.9,0.686,0.625,0.76,False,0,251/702,5814
ameau01,en,pii,pplx,pplx,base,393,2242,17.528991971454058,15.9,19.2,81.6,0.688,0.612,0.785,False,0,173/702,4242
ameau01,en,pii,gliner-urchade,gliner,base,492,2242,21.944692239072257,20.0,23.9,77.2,0.682,0.624,0.752,False,0,288/702,5785
ameau01,en,pii,mmbert32k,hf,base,498,2242,22.212310437109725,20.5,24.0,52.1,0.597,0.536,0.673,False,0,315/702,5162
ameau01,en,pii,gliner2-large,gliner2,base,533,2242,23.773416592328278,21.8,25.8,76.1,0.63,0.557,0.724,False,0,341/702,6789
ameau01,en,pii,gliner-pii-base,gliner,base,544,2242,24.264049955396967,22.3,26.2,75.7,0.7,0.65,0.758,False,0,303/702,5334
ameau01,en,pii,gliner-pii-edge,gliner,base,615,2242,27.43086529884032,25.6,29.4,72.3,0.677,0.679,0.675,False,0,328/702,4279
ameau01,en,pii,gliner25-fastino,gliner2,base,616,2242,27.475468331846567,25.4,29.7,72.5,0.669,0.648,0.691,False,0,122/702,3093
ameau01,en,pii,openmed-multilingual,hf,base,634,2242,28.278322925958964,26.5,30.2,52.6,0.57,0.538,0.606,False,0,347/702,4920
ameau01,en,pii,kalyan-ettin,hf,base,711,2242,31.712756467439785,29.9,33.7,45.7,0.573,0.621,0.532,False,0,219/702,2965
ameau01,en,pii,gliner-multi-v21,gliner,base,793,2242,35.37020517395183,33.5,37.2,62.0,0.611,0.652,0.574,False,0,177/702,2828
ameau01,en,pii,openmed-nemotron,hf,base,811,2242,36.17305976806423,34.3,38.1,43.0,0.542,0.556,0.529,False,0,231/702,3594
ameau01,en,pii,nym-base,hf,base,828,2242,36.931311329170384,35.2,38.9,45.0,0.572,0.657,0.507,False,0,135/702,1995
ameau01,en,pii,opf-ru,opf,base,893,2242,39.83050847457627,38.1,41.7,50.2,0.518,0.56,0.483,False,0,196/702,3661
ameau01,en,pii,apararti,opf,base,898,2242,40.05352363960749,38.2,41.9,57.8,0.517,0.495,0.541,False,0,162/702,4454
ameau01,en,pii,pii-shield-onnx,onnx,base,923,2242,41.1685994647636,39.1,43.1,46.8,0.55,0.465,0.671,False,0,291/702,7823
ameau01,en,pii,nym-base+cpu-int8,hf,cpu-int8,938,2242,41.83764495985727,40.0,43.9,39.6,0.552,0.656,0.476,False,0,126/702,1791
ameau01,en,pii,nym-small,onnx,base,994,2242,44.335414808206956,42.4,46.4,38.4,0.538,0.645,0.461,False,0,142/702,2077
ameau01,en,pii,openai-base,opf,base,1008,2242,44.95985727029438,43.0,47.1,53.7,0.528,0.574,0.489,False,0,94/702,2902
ameau01,en,pii,openai-base-onnx,onnx,base,1012,2242,45.13826940231936,43.1,47.3,53.3,0.527,0.574,0.488,False,0,93/702,2908
ameau01,en,pii,bardsai-eu,onnx,base,1013,2242,45.1828724353256,42.8,47.7,44.7,0.518,0.551,0.489,False,0,224/702,3677
ameau01,en,pii,mmbert32k+cpu-int8,hf,cpu-int8,1033,2242,46.07493309545049,43.8,48.2,19.4,0.415,0.483,0.363,False,0,335/702,3834
ameau01,en,pii,opf-kz-ru,opf,base,1036,2242,46.208742194469224,44.3,48.2,50.8,0.485,0.486,0.485,False,0,160/702,4547
ameau01,en,pii,stanza-ru,stanza,base,1089,2242,48.57270294380018,46.5,50.7,37.7,0.269,0.184,0.503,False,0,684/702,18739
ameau01,en,pii,traciora,opf,base,1130,2242,50.4014272970562,48.4,52.6,44.8,0.55,0.739,0.438,False,0,96/702,1448
ameau01,en,pii,gravitee-small,hf,base,1172,2242,52.27475468331846,50.3,54.6,46.7,0.52,0.619,0.449,False,0,130/702,2036
ameau01,en,pii,gravitee-small+cpu-int8,hf,cpu-int8,1173,2242,52.31935771632471,50.3,54.6,46.7,0.523,0.627,0.448,False,0,127/702,1962
ameau01,en,pii,opf-ru-v2,opf,base,1220,2242,54.4157002676182,52.3,56.6,42.5,0.552,0.783,0.426,False,0,90/702,1129
ameau01,en,pii,ru-pii-ner,rupii,base,1239,2242,55.26315789473684,52.7,58.0,44.5,0.571,0.767,0.454,False,0,102/702,1229
ameau01,en,pii,ner-ru-yqelz,hf,base,1285,2242,57.314897413024084,55.5,59.2,38.8,0.302,0.249,0.383,False,0,686/702,14496
ameau01,en,pii,gliner2-hivetrace-uni,gliner2,base,1311,2242,58.47457627118644,56.8,60.2,41.4,0.534,0.852,0.389,False,0,65/702,919
ameau01,en,pii,gliner2-vladlinv,gliner2,base,1364,2242,60.83853702051739,58.7,63.0,39.1,0.527,0.952,0.364,False,0,7/702,52
ameau01,en,pii,kalyan-ettin+cpu-int8,hf,cpu-int8,1395,2242,62.22123104371097,60.3,64.4,17.6,0.377,0.584,0.278,False,0,247/702,1541
ameau01,en,pii,davlan-xlmr,hf,base,1448,2242,64.58519179304193,62.5,66.8,34.3,0.358,0.479,0.285,False,0,254/702,3139
ameau01,en,pii,davlan-mbert,hf,base,1485,2242,66.23550401427298,64.2,68.5,29.2,0.333,0.41,0.28,False,0,289/702,3913
ameau01,en,pii,ru-legal-ner+cpu-int8,hf,cpu-int8,1523,2242,67.93041926851026,65.9,69.9,17.1,0.331,0.522,0.243,False,0,184/702,2143
ameau01,en,pii,ru-legal-ner,hf,base,1552,2242,69.22390722569135,67.2,71.2,16.4,0.323,0.522,0.234,False,0,180/702,2106
ameau01,en,pii,davlan-mbert+cpu-int8,hf,cpu-int8,1558,2242,69.49152542372882,67.5,71.7,26.4,0.323,0.446,0.253,False,0,245/702,3231
ameau01,en,pii,ner-ru-gherman,hf,base,1574,2242,70.20517395182873,68.1,72.4,10.5,0.378,0.925,0.237,False,0,16/702,82
ameau01,en,pii,ner-ru-gherman-onnx,onnx,base,1585,2242,70.69580731489741,68.7,72.8,10.3,0.375,0.927,0.235,False,0,14/702,71
ameau01,en,pii,ner-ru-gherman+cpu-int8,hf,cpu-int8,1617,2242,72.12310437109724,70.2,74.2,9.2,0.361,0.927,0.224,False,0,12/702,55
ameau01,en,pii,davlan-xlmr+cpu-int8,hf,cpu-int8,1772,2242,79.03657448706512,77.3,80.9,18.7,0.275,0.631,0.176,False,0,113/702,1145
ameau01,en,pii,rules-ru,rules,base,1876,2242,83.67528991971454,82.2,85.1,16.3,0.247,0.362,0.188,False,0,126/702,4138
ameau01,en,pii,fef2-secret-ru,hf,base,1956,2242,87.24353256021409,85.7,88.7,11.0,0.233,0.563,0.147,False,0,87/702,1361
ameau01,en,pii,fef2-secret-ru+cpu-int8,hf,cpu-int8,1959,2242,87.37734165923283,85.7,88.8,10.0,0.238,0.678,0.144,False,0,72/702,984
ameau01,en,pii,gliner-pii-edge+cpu-int8,gliner,cpu-int8,2098,2242,93.5771632471008,92.4,94.7,5.9,0.088,0.625,0.047,False,0,42/702,423
ameau01,en,pii,spacy-ru-lg,spacy,base,2119,2242,94.51382694023194,93.4,95.7,5.5,0.062,0.09,0.048,False,0,70/702,4206
ameau01,en,pii,natasha,natasha,base,2153,2242,96.03033006244425,95.2,96.9,3.9,0.071,0.33,0.04,False,0,49/702,497
ameau01,en,pii,gliner-pii-base+cpu-int8,gliner,cpu-int8,2227,2242,99.33095450490633,99.0,99.6,0.7,0.012,0.865,0.006,False,0,1/702,27
ameau01,en,pii,gliner-multi-v21+cpu-int8,gliner,cpu-int8,2242,2242,100.0,100.0,100.0,0.0,0.0,0.0,0.0,False,0,0/702,0
ameau01,en,pii,gliner-nvidia+cpu-int8,gliner,cpu-int8,2242,2242,100.0,100.0,100.0,0.0,0.0,0.0,0.0,False,0,0/702,0
ameau01,en,pii,gliner-urchade+cpu-int8,gliner,cpu-int8,2242,2242,100.0,100.0,100.0,0.0,0.0,0.0,0.0,False,0,0/702,0
ameau01,en,pii,spacy-alrosait,spacy,base,2242,2242,100.0,100.0,100.0,0.0,0.0,0.0,0.0,False,0,0/702,0
arthur-passwords,en,secrets,gliner-pii-base,gliner,base,0,280,0.0,0.0,0.0,100.0,0.73,0.574,1.0,False,0,110/236,2063
arthur-passwords,en,secrets,pplx,pplx,base,0,280,0.0,0.0,0.0,100.0,0.295,0.173,1.0,False,0,227/236,7898
arthur-passwords,en,secrets,openmed-multilingual,hf,base,0,280,0.0,0.0,0.0,100.0,0.235,0.133,1.0,False,0,236/236,11042
arthur-passwords,en,secrets,gliner-pii-edge,gliner,base,1,280,0.35714285714285715,0.0,1.1,99.6,0.606,0.435,0.996,False,0,99/236,2293
arthur-passwords,en,secrets,nym-small,onnx,base,2,280,0.7142857142857143,0.0,1.8,99.3,0.309,0.183,0.993,False,0,227/236,7394
arthur-passwords,en,secrets,gliner25-fastino,gliner2,base,3,280,1.0714285714285714,0.0,2.4,98.9,0.579,0.409,0.989,False,0,126/236,3232
arthur-passwords,en,secrets,opf-ru,opf,base,3,280,1.0714285714285714,0.0,2.5,98.9,0.37,0.228,0.989,False,0,214/236,5878
arthur-passwords,en,secrets,gliner2-hivetrace-omni,gliner2,base,4,280,1.4285714285714286,0.3,3.0,98.6,0.622,0.455,0.986,False,0,171/236,3026
arthur-passwords,en,secrets,apararti,opf,base,4,280,1.4285714285714286,0.3,2.9,98.6,0.324,0.194,0.986,False,0,213/236,6803
arthur-passwords,en,secrets,gliner-nvidia,gliner,base,6,280,2.142857142857143,0.7,4.0,97.9,0.745,0.601,0.979,False,0,121/236,1835
arthur-passwords,en,secrets,pii-shield-onnx,onnx,base,6,280,2.142857142857143,0.7,4.0,97.9,0.35,0.213,0.979,False,0,212/236,5899
arthur-passwords,en,secrets,nym-base,hf,base,6,280,2.142857142857143,0.7,4.0,97.9,0.309,0.184,0.979,False,0,228/236,7200
arthur-passwords,en,secrets,nuner-zero,gliner,base,7,280,2.5,0.8,4.5,97.5,0.68,0.522,0.975,False,0,100/236,2017
arthur-passwords,en,secrets,opf-kz-ru,opf,base,7,280,2.5,0.7,4.5,97.5,0.315,0.188,0.975,False,0,211/236,6813
arthur-passwords,en,secrets,gliner2-vladlinv,gliner2,base,11,280,3.9285714285714284,1.8,6.4,96.1,0.513,0.35,0.961,False,0,126/236,3088
arthur-passwords,en,secrets,bardsai-eu,onnx,base,14,280,5.0,2.6,7.9,95.0,0.33,0.2,0.95,False,0,208/236,6476
arthur-passwords,en,secrets,gliner-multi-v21,gliner,base,15,280,5.357142857142857,2.9,8.0,94.6,0.612,0.452,0.946,False,0,139/236,2445
arthur-passwords,en,secrets,opf-ru-v2,opf,base,16,280,5.714285714285714,3.2,8.4,94.3,0.384,0.241,0.943,False,0,188/236,5163
arthur-passwords,en,secrets,traciora,opf,base,18,280,6.428571428571429,3.6,9.7,93.6,0.382,0.24,0.936,False,0,195/236,5119
arthur-passwords,en,secrets,openai-base,opf,base,20,280,7.142857142857143,4.1,10.4,92.9,0.329,0.2,0.929,False,0,203/236,6158
arthur-passwords,en,secrets,gliner-urchade,gliner,base,27,280,9.642857142857142,6.3,13.3,90.4,0.783,0.691,0.904,False,0,83/236,1019
arthur-passwords,en,secrets,kalyan-ettin,hf,base,33,280,11.785714285714286,8.0,15.7,88.2,0.285,0.17,0.882,False,0,222/236,7174
arthur-passwords,en,secrets,gliner2-large,gliner2,base,39,280,13.928571428571429,9.7,17.8,86.1,0.716,0.612,0.861,False,0,90/236,1245
arthur-passwords,en,secrets,openmed-nemotron,hf,base,39,280,13.928571428571429,10.1,18.5,86.1,0.27,0.16,0.861,False,0,226/236,7363
arthur-passwords,en,secrets,gliner2-fastino,gliner2,base,49,280,17.5,13.1,22.0,82.5,0.75,0.687,0.825,False,0,55/236,773
arthur-passwords,en,secrets,mmbert32k,hf,base,50,280,17.857142857142858,13.4,22.6,82.1,0.271,0.162,0.821,False,0,231/236,7294
arthur-passwords,en,secrets,ru-legal-ner,hf,base,56,280,20.0,15.7,24.4,80.0,0.355,0.228,0.8,False,0,199/236,4617
arthur-passwords,en,secrets,gliner-stream-pii,gliner,base,82,280,29.285714285714285,23.9,35.0,70.7,0.59,0.506,0.707,False,0,109/236,1533
arthur-passwords,en,secrets,gravitee-small,hf,base,88,280,31.428571428571427,26.1,36.8,68.6,0.234,0.141,0.686,False,0,213/236,7037
